Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0,0,0.316406,0,-0.00283415,0,0
0.00164005,0,0.324219,-0.0180427,-0.00283415,0.000719406,-0.0506592
0.00261782,0,0.378906,-0.026162,-0.00283415,0.0011483,-0.0858459
0.00354596,0,0.433594,-0.0171406,-0.00283415,0.00155543,-0.0643616
0.00449974,0,0.390625,-0.0405961,-0.00283415,0.00197379,-0.137329
0.00551867,0,0.453125,0.0243577,-0.00278987,0.00242074,0.0955811
0.00661256,0,0.5,0.110061,-0.00274558,0.00290056,0.476562
0.00754745,0,0.523438,-0.0180427,-0.00274558,0.00331063,-0.0817871
0.00847858,0,0.613281,0.100137,-0.00265702,0.00371905,0.53183
0.00949922,0,0.582031,0.0469111,-0.00261273,0.00416673,0.23645
0.0104818,0,0.605469,0.102844,-0.00252417,0.00459768,0.539246
0.0115728,0,0.605469,0.119984,-0.0024356,0.00507622,0.62912
0.0125386,0,0.621094,0.231849,-0.00230275,0.00549982,1.24704
0.0135401,0,0.6875,0.101941,-0.00221418,0.00593907,0.606934
0.0145158,0,0.675781,0.231849,-0.00203705,0.00636698,1.35684
0.0155354,0,0.679688,0.155167,-0.0019042,0.00681417,0.91333
0.0165331,0,0.621094,0.150657,-0.00172706,0.00725169,0.810333
0.0175608,0,0.601562,0.17321,-0.00150564,0.00770238,0.902344
0.018536,0,0.628906,0.251696,-0.00128422,0.00813004,1.37082
0.0195101,0,0.707031,0.262522,-0.00106281,0.00855722,1.60739
0.0205006,0,0.65625,0.233653,-0.000797105,0.00899156,1.32788
0.0215031,0,0.597656,0.2535,-0.000531403,0.00943119,1.31204
0.0226441,0,0.574219,0.381604,-0.000177134,0.00993146,1.89761
0.0235421,0,0.652344,0.313041,4.42836e-05,0.0103252,1.76846
0.02449,0,0.554688,0.286879,0.000354269,0.0107408,1.37805
0.0254798,0,0.570312,0.331084,0.000708538,0.0111748,1.63519
0.0265961,0,0.550781,0.345518,0.00106281,0.0116642,1.64804
0.0275902,0,0.527344,0.459187,0.00150564,0.0121,2.09702
0.028557,0,0.542969,0.290488,0.00177134,0.0125238,1.36591
0.0295293,0,0.542969,0.31665,0.00212561,0.01295,1.48892
0.0304781,0,0.476562,0.553912,0.00252417,0.0133659,2.28601
0.0315234,0,0.460938,0.27876,0.00287843,0.0138241,1.11273
0.0325394,0,0.550781,0.24899,0.0032327,0.0142694,1.18762
0.0335121,0,0.671875,0.514218,0.00367554,0.0146957,2.99194
0.0344872,0,0.460938,0.351833,0.00407409,0.0151231,1.40442
0.0354765,0,0.476562,0.486251,0.00447264,0.0155566,2.00677
