Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0,0,0.3125,0,-0.00239132,0,0
0.000810807,0,0.332031,0.0234555,-0.00239132,0.00035566,0.0674438
0.00171356,0,0.339844,-0.0541282,-0.0024356,0.000751653,-0.159302
0.00270679,0,0.292969,0.0369876,-0.00239132,0.00118733,0.0938416
0.00372325,0,0.3125,-0.0505196,-0.00239132,0.00163319,-0.136719
0.00471928,0,0.34375,0.0550303,-0.00234703,0.0020701,0.163818
0.00576208,0,0.394531,0.0126299,-0.00234703,0.00252751,0.0431519
0.00675027,0,0.40625,0.0460089,-0.00230275,0.00296097,0.161865
0.00770965,0,0.488281,-0.0288684,-0.00230275,0.00338178,-0.12207
0.008746,0,0.507812,0.121788,-0.00221418,0.00383635,0.535583
0.00978939,0,0.59375,0.184938,-0.00212561,0.004294,0.950928
0.0108063,0,0.546875,0.169602,-0.00203705,0.00474004,0.803223
0.0117668,0,0.585938,0.0315748,-0.00199276,0.00516132,0.160217
0.0127876,0,0.632812,0.0279662,-0.0019042,0.00560903,0.153259
0.0137582,0,0.621094,0.138929,-0.00172706,0.00603472,0.747253
0.014792,0,0.5625,0.293194,-0.00154993,0.00648812,1.42822
0.015733,0,0.605469,0.267032,-0.00141708,0.00690083,1.40015
0.0167166,0,0.609375,0.287781,-0.00119566,0.00733217,1.51868
0.0177875,0,0.535156,0.202079,-0.000974239,0.0078018,0.936523
0.0187902,0,0.527344,0.242675,-0.000752821,0.00824155,1.10825
0.0197643,0,0.566406,0.300411,-0.000531403,0.00866871,1.47354
0.0207561,0,0.539062,0.212904,-0.000265702,0.00910361,0.993896
0.0217454,0,0.523438,0.277858,0,0.00953742,1.25952
0.0227602,0,0.527344,0.338301,0.000309985,0.00998237,1.54495
0.0237306,0,0.550781,0.196666,0.000575687,0.0104079,0.938049
0.0247597,0,0.550781,0.43934,0.000974239,0.0108591,2.09555
0.0258819,0,0.554688,0.456481,0.00137279,0.0113511,2.19275
0.0267491,0,0.496094,0.430319,0.00168278,0.0117313,1.84872
0.0277842,0,0.4375,0.382506,0.00203705,0.012185,1.44922
0.0287442,0,0.484375,0.414081,0.00239132,0.0126059,1.73694
0.0297736,0,0.46875,0.443851,0.00278987,0.0130571,1.80176
0.0307862,0,0.351562,0.164189,0.00314414,0.013501,0.499878
0.0317832,0,0.464844,0.446557,0.00358697,0.013938,1.79764
0.0327437,0,0.363281,0.407766,0.00394124,0.0143589,1.28284
0.033714,0,0.433594,0.653147,0.00438408,0.0147842,2.45251
0.0347313,0,0.464844,0.418591,0.00478263,0.01523,1.68506
0.0357033,0,0.429688,0.424906,0.00518118,0.015656,1.58112
0.0367393,0,0.441406,0.480839,0.00562402,0.0161099,1.83804
0.037701,0,0.394531,0.313943,0.005934,0.0165313,1.07263
0.0386979,0,0.40625,0.452872,0.00637684,0.0169681,1.59326
0.0397266,0,0.414062,0.312139,0.00677539,0.0174188,1.11926
0.0406793,0,0.367188,0.361757,0.00721823,0.0178362,1.15033
0.0417499,0,0.378906,0.391527,0.00770535,0.0183052,1.28473
0.0427017,0,0.421875,0.551205,0.0081039,0.0187221,2.01379
0.0436775,0,0.402344,0.391527,0.00850245,0.0191495,1.3642
0.0447212,0,0.453125,0.525945,0.00898957,0.0196066,2.06384
0.0457075,0,0.386719,0.389723,0.00938813,0.0200385,1.30518
0.0466749,0,0.371094,0.491664,0.00983096,0.0204621,1.58005
0.0476962,0,0.425781,0.251696,0.0103181,0.0209094,0.92807
0.0486986,0,0.414062,0.433025,0.0106724,0.0213483,1.55273
0.0496907,0,0.410156,0.490762,0.0111152,0.0217826,1.74316
0.0506484,0,0.425781,0.393331,0.0115137,0.0222019,1.45032
0.0516741,0,0.429688,0.484447,0.0119566,0.0226509,1.80267
0.052672,0,0.394531,0.380702,0.0123551,0.0230877,1.30072
0.0537032,0,0.414062,0.58278,0.0128422,0.023539,2.08972
0.0547059,0,0.414062,0.523239,0.0132408,0.0239778,1.87622
0.0556775,0,0.359375,0.352735,0.0136394,0.024403,1.09778
0.0566582,0,0.460938,0.433928,0.0140822,0.0248321,1.73212
0.0577256,0,0.359375,0.505196,0.0146136,0.0252991,1.57227
0.0587008,0,0.390625,0.555716,0.0150121,0.0257257,1.87988
0.0596848,0,0.402344,0.362659,0.0154107,0.0261562,1.26361
0.0607206,0,0.320312,0.446557,0.016075,0.0266092,1.23871
0.061656,0,0.363281,0.606236,0.0163407,0.0270183,1.90723
0.0626635,0,0.351562,0.414081,0.0167392,0.0274589,1.26068
0.0636853,0,0.382812,0.313041,0.0171378,0.0279057,1.03778
0.0646468,0,0.40625,0.580074,0.0176249,0.0283261,2.04077
0.0656482,0,0.355469,0.352735,0.0180234,0.0287639,1.08585
0.0666512,0,0.417969,0.644125,0.0185548,0.0292023,2.33148
0.0676861,0,0.386719,0.405961,0.0189534,0.0296547,1.35956
0.0686609,0,0.371094,0.51963,0.0193962,0.0300807,1.66992
0.0697122,0,0.382812,0.652245,0.0199276,0.0305401,2.16229
0.0708558,0,0.398438,0.46009,0.0204147,0.0310398,1.58752
0.0717275,0,0.308594,0.375289,0.020769,0.0314206,1.00293
0.0729018,0,0.351562,0.341008,0.0212561,0.0319336,1.03821
0.0737386,0,0.417969,0.48986,0.0216104,0.0322991,1.7731
0.0746753,0,0.382812,0.357246,0.022009,0.0327082,1.18433
0.0757166,0,0.472656,0.443851,0.0224961,0.0331629,1.81677
0.0767128,0,0.429688,0.462796,0.0228946,0.0335979,1.72211
0.0777033,0,0.367188,0.425808,0.0233375,0.0340304,1.354
0.0786914,0,0.398438,0.406863,0.0236917,0.0344617,1.40387
0.0797243,0,0.441406,0.478132,0.0241789,0.0349125,1.8277
0.0807072,0,0.425781,0.507903,0.0245774,0.0353415,1.87277
0.081671,0,0.359375,0.568346,0.0250202,0.035762,1.7688
0.0827137,0,0.410156,0.345518,0.0254188,0.036217,1.22726
0.0836849,0,0.503906,0.46009,0.0258616,0.0366407,2.00775
0.0846873,0,0.414062,0.341008,0.0262602,0.0370779,1.22278
0.0856909,0,0.40625,0.390625,0.026703,0.0375156,1.37427
0.0867101,0,0.457031,0.410472,0.0271459,0.0379601,1.6246
0.101815,0,0.207031,0.277858,0.0328142,0.0445394,0.498169
0.104224,0,0.765625,0.311237,0.0330799,0.0455872,2.0636
0.105669,0,0.816406,0.304922,0.0334784,0.0462153,2.15582
0.106643,0,0.761719,0.197568,0.0337441,0.0466391,1.30325
0.107642,0,0.785156,0.362659,0.0341427,0.0470734,2.46588
0.108663,0,0.71875,0.331986,0.0345412,0.0475168,2.06641
0.109642,0,0.628906,0.419493,0.0349841,0.0479423,2.2847
0.110678,0,0.542969,0.530456,0.0354712,0.0483922,2.49426
0.111686,0,0.5625,0.355442,0.035914,0.0488301,1.73145
0.112664,0,0.53125,0.467307,0.0364011,0.0492552,2.1499
0.113674,0,0.574219,0.523239,0.0369325,0.0496935,2.60193
0.114671,0,0.484375,0.571052,0.0374639,0.0501266,2.39539
0.115656,0,0.46875,0.693743,0.0380396,0.0505541,2.81616
0.116669,0,0.402344,0.446557,0.0385267,0.0509934,1.55594
0.117642,0,0.328125,0.664874,0.0391467,0.0514159,1.88928
0.118636,0,0.332031,0.559325,0.0396781,0.0518469,1.60828
0.11964,0,0.355469,0.369876,0.0401652,0.0522824,1.13861
0.120649,0,0.394531,0.556618,0.0407852,0.0527201,1.90176
0.12164,0,0.382812,0.621572,0.0413166,0.0531498,2.06061
0.122638,0,0.371094,0.724415,0.0418923,0.0535824,2.32803
0.123731,0,0.335938,0.573759,0.042468,0.0540559,1.66919
0.124644,0,0.296875,0.468209,0.0429108,0.0544515,1.20374
0.125667,0,0.300781,0.62067,0.0435308,0.0548951,1.6167
0.126674,0,0.296875,0.500686,0.0440179,0.0553309,1.28723
0.127671,0,0.304688,0.614355,0.0445493,0.055763,1.62103
0.128642,0,0.3125,0.406863,0.0449921,0.0561834,1.10107
0.129647,0,0.285156,0.440242,0.0455236,0.0566185,1.08716
0.130654,0,0.308594,0.421298,0.046055,0.057054,1.12589
0.132262,0,0.285156,0.634202,0.0468521,0.0577499,1.56613
0.133652,0,0.320312,0.696449,0.0475606,0.0583513,1.93188
0.134666,0,0.390625,0.635104,0.0480034,0.0587896,2.14844
0.13566,0,0.335938,0.467307,0.0484463,0.0592194,1.3595
0.136661,0,0.347656,0.498881,0.0489334,0.059652,1.50198
0.137649,0,0.304688,0.511511,0.0494205,0.060079,1.34967
0.138669,0,0.328125,0.463698,0.0498633,0.0605195,1.31763
0.139658,0,0.367188,0.51512,0.0503505,0.0609467,1.638
0.140665,0,0.359375,0.592704,0.0507933,0.0613819,1.8446
0.141651,0,0.320312,0.452872,0.0512361,0.0618076,1.25623
0.142742,0,0.277344,0.441145,0.0517675,0.0622784,1.05954
0.143706,0,0.332031,0.496175,0.0526532,0.0626942,1.4267
0.145661,0,0.382812,0.323867,0.0530075,0.0635381,1.07367
0.146665,0,0.367188,0.493469,0.0534946,0.0639709,1.56915
0.14765,0,0.363281,0.389723,0.0538932,0.0643957,1.22607
0.148656,0,0.453125,0.585486,0.0543803,0.0648292,2.29749
0.149675,0,0.402344,0.364463,0.0547788,0.0652686,1.2699
0.150654,0,0.371094,0.640517,0.055266,0.0656901,2.05841
0.151645,0,0.402344,0.613453,0.0557088,0.0661171,2.13745
0.152642,0,0.410156,0.513316,0.0561073,0.0665463,1.82327
0.153643,0,0.382812,0.350029,0.0565059,0.0669775,1.1604
0.154647,0,0.421875,0.425808,0.0569487,0.0674097,1.55566
0.155644,0,0.308594,0.494371,0.0574358,0.0678385,1.32117
0.156645,0,0.375,0.529554,0.0578787,0.0682692,1.71973
0.157644,0,0.414062,0.35905,0.0582772,0.0686992,1.28748
0.158721,0,0.359375,0.451068,0.0587644,0.0691622,1.40381
0.159659,0,0.402344,0.490762,0.0591629,0.0695654,1.70996
0.160668,0,0.394531,0.314846,0.0595615,0.0699989,1.07571
0.161644,0,0.34375,0.361757,0.0600043,0.0704183,1.0769
0.162639,0,0.375,0.474524,0.0604471,0.0708458,1.54102
0.163643,0,0.390625,0.474524,0.06089,0.0712768,1.60522
0.164656,0,0.382812,0.594508,0.0613771,0.0717119,1.97089
0.165652,0,0.421875,0.337399,0.0618199,0.0721396,1.23267
0.166674,0,0.394531,0.393331,0.0623513,0.0725779,1.34387
0.167685,0,0.304688,0.712688,0.0627499,0.0730117,1.88049
0.168662,0,0.328125,0.490762,0.0631041,0.0734306,1.39453
0.169639,0,0.398438,0.350029,0.0635027,0.0738496,1.20776
0.170638,0,0.359375,0.554814,0.0639455,0.074278,1.72668
0.171635,0,0.367188,0.488056,0.0643884,0.0747053,1.55194
0.172647,0,0.363281,0.463698,0.0648312,0.0751388,1.4588
0.173663,0,0.363281,0.467307,0.065274,0.0755738,1.47015
0.174655,0,0.425781,0.392429,0.0656726,0.0759988,1.44699
0.175662,0,0.375,0.555716,0.0661154,0.0764297,1.80469
0.176699,0,0.347656,0.534967,0.0666026,0.0768736,1.61063
0.177668,0,0.398438,0.599019,0.0670454,0.077288,2.06689
0.178634,0,0.398438,0.396038,0.0673554,0.0777012,1.36652
0.179631,0,0.34375,0.586389,0.0678425,0.0781276,1.74561
0.180623,0,0.382812,0.387016,0.0682411,0.0785517,1.28302
0.181644,0,0.386719,0.385212,0.0686839,0.0789879,1.29007
0.18265,0,0.40625,0.506098,0.069171,0.0794178,1.78052
0.18363,0,0.332031,0.331986,0.0695253,0.079836,0.95459
0.184625,0,0.363281,0.413178,0.0699681,0.0802611,1.29987
0.185679,0,0.394531,0.446557,0.0704109,0.0807107,1.52573
0.186626,0,0.363281,0.370778,0.0708095,0.0811151,1.16647
0.187628,0,0.359375,0.48986,0.0712523,0.0815423,1.52454
0.188622,0,0.394531,0.510609,0.0716952,0.0819661,1.74457
0.190506,0,0.273438,0.38431,0.072448,0.0827693,0.910034
0.191659,0,0.402344,0.322965,0.0728908,0.0832607,1.12531
0.192671,0,0.429688,0.362659,0.0733337,0.0836918,1.34949
0.193674,0,0.386719,0.35454,0.0737322,0.0841188,1.18735
0.194661,0,0.34375,0.556618,0.0742193,0.084539,1.65698
0.19565,0,0.375,0.290488,0.0745736,0.0849597,0.943359
0.196636,0,0.386719,0.48986,0.0750164,0.0853793,1.64053
0.197642,0,0.429688,0.381604,0.075415,0.0858069,1.41998
0.198652,0,0.347656,0.318454,0.0758578,0.0862364,0.958771
0.199641,0,0.421875,0.357246,0.0762564,0.0866565,1.30518
0.200644,0,0.34375,0.336497,0.0766992,0.0870827,1.00171
0.201649,0,0.398438,0.311237,0.0770978,0.0875094,1.07391
0.202659,0,0.402344,0.618865,0.0775849,0.0879382,2.15631
0.203642,0,0.453125,0.385212,0.0779392,0.0883557,1.5116
0.20467,0,0.445312,0.478132,0.078382,0.0887919,1.84387
0.20567,0,0.386719,0.487154,0.0788248,0.0892158,1.63147
0.206626,0,0.375,0.408668,0.0791791,0.0896211,1.32715
0.207655,0,0.460938,0.335595,0.0795777,0.0900574,1.3396
0.208661,0,0.488281,0.370778,0.0800205,0.0904838,1.56784
0.209741,0,0.394531,0.48986,0.0805076,0.0909412,1.67368
0.210724,0,0.4375,0.55752,0.0809504,0.0913575,2.1123
0.211647,0,0.464844,0.330182,0.0812604,0.0917481,1.32916
0.212655,0,0.476562,0.494371,0.0817033,0.0921745,2.04028
0.213665,0,0.386719,0.313041,0.0821018,0.0926017,1.04837
0.214635,0,0.421875,0.34191,0.0825004,0.0930121,1.24915
0.215633,0,0.390625,0.296803,0.0828989,0.0934339,1.00403
0.216645,0,0.410156,0.378897,0.0833418,0.0938617,1.34583
0.217628,0,0.425781,0.381604,0.0837403,0.0942768,1.40707
0.218625,0,0.40625,0.483545,0.0841831,0.0946978,1.70117
0.21962,0,0.410156,0.403255,0.0845374,0.0951178,1.43234
0.220614,0,0.429688,0.47723,0.0849803,0.0955374,1.77582
0.221622,0,0.441406,0.580976,0.0854231,0.0959624,2.22083
0.222617,0,0.40625,0.529554,0.0858216,0.0963821,1.86304
0.223614,0,0.417969,0.392429,0.0862202,0.0968022,1.42044
0.224612,0,0.433594,0.336497,0.0866188,0.097223,1.26352
0.225649,0,0.433594,0.451068,0.0871059,0.0976595,1.69373
0.226689,0,0.386719,0.645027,0.0876816,0.0980976,2.16019
0.227661,0,0.355469,0.411374,0.0879473,0.0985067,1.26636
0.228634,0,0.414062,0.372582,0.0883458,0.098916,1.336
0.229624,0,0.457031,0.481741,0.0888329,0.0993324,1.90668
0.230657,0,0.332031,0.604431,0.0893201,0.0997668,1.73798
0.231622,0,0.355469,0.385212,0.0896743,0.100172,1.18582
0.232626,0,0.402344,0.377093,0.0901171,0.100594,1.3139
0.233637,0,0.363281,0.458285,0.0906043,0.101019,1.44177
0.234707,0,0.398438,0.374387,0.0910471,0.101468,1.29181
0.235693,0,0.371094,0.487154,0.0914457,0.101882,1.56555
0.236664,0,0.367188,0.394234,0.0918885,0.102289,1.2536
0.23765,0,0.367188,0.490762,0.0923313,0.102702,1.56055
0.238632,0,0.375,0.460992,0.0927299,0.103114,1.49707
0.239655,0,0.417969,0.431221,0.0931727,0.103543,1.56085
0.24064,0,0.398438,0.428515,0.0936156,0.103955,1.47858
0.241662,0,0.347656,0.498881,0.0941027,0.104383,1.50198
0.242697,0,0.382812,0.584584,0.0945455,0.104816,1.93799
0.243693,0,0.410156,0.631495,0.0949884,0.105233,2.24304
0.244665,0,0.417969,0.442047,0.0953426,0.105639,1.60004
0.245643,0,0.394531,0.431221,0.0957412,0.106048,1.47333
0.246642,0,0.386719,0.381604,0.096184,0.106465,1.27798
0.24763,0,0.339844,0.34191,0.0965826,0.106878,1.00626
0.24865,0,0.441406,0.378897,0.0970254,0.107304,1.44836
0.249644,0,0.34375,0.309433,0.0974239,0.107719,0.921143
0.250637,0,0.285156,0.294999,0.0978668,0.108133,0.728485
0.251654,0,0.390625,0.43934,0.0983096,0.108557,1.48621
0.252644,0,0.332031,0.603529,0.0987967,0.10897,1.73538
0.253663,0,0.328125,0.400549,0.0991953,0.109394,1.13818
0.254626,0,0.351562,0.317552,0.0995938,0.109795,0.966797
0.255665,0,0.34375,0.552107,0.100081,0.110228,1.64355
0.25667,0,0.339844,0.391527,0.10048,0.110646,1.15228
0.257663,0,0.332031,0.401451,0.100922,0.111059,1.15433
