Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0,0,0.285156,-0.0414983,-0.00274558,0,-0.102478
0.000575574,0,0.242188,-0.053226,-0.00274558,0.000252475,-0.111633
0.00153928,0,0.347656,-0.013532,-0.00274558,0.000675201,-0.040741
0.00255976,0,0.363281,-0.0920179,-0.00274558,0.00112283,-0.28949
0.00353106,0,0.386719,0.0568346,-0.0027013,0.00154889,0.190338
0.00452597,0,0.398438,0.0099235,-0.0027013,0.0019853,0.0342407
0.00555874,0,0.46875,-0.0631495,-0.0027013,0.00243832,-0.256348
0.00656189,0,0.515625,0.0171406,-0.00265702,0.00287833,0.0765381
0.00758233,0,0.46875,0.0577367,-0.00261273,0.00332593,0.234375
0.0085688,0,0.527344,0.0225534,-0.00256845,0.00375862,0.102997
0.00953318,0,0.5625,0.141635,-0.00247988,0.00418162,0.689941
0.0105361,0,0.605469,0.0315748,-0.0024356,0.00462152,0.165558
0.0115502,0,0.628906,0.192155,-0.00230275,0.00506629,1.04654
0.012546,0,0.613281,0.0820944,-0.00221418,0.00550307,0.436005
0.0135603,0,0.609375,0.254402,-0.00203705,0.00594793,1.34253
0.0145591,0,0.644531,0.0884094,-0.00194848,0.00638599,0.493469
0.0155471,0,0.566406,0.171406,-0.00172706,0.00681928,0.840759
0.0165702,0,0.628906,0.252598,-0.00154993,0.00726798,1.37573
0.0175876,0,0.613281,0.294999,-0.00132851,0.00771417,1.56674
0.0185595,0,0.558594,0.273347,-0.00110709,0.00814038,1.3223
0.0195425,0,0.550781,0.237262,-0.000885672,0.00857145,1.13168
0.0205485,0,0.617188,0.241773,-0.000619971,0.00901257,1.29224
0.0215468,0,0.648438,0.362659,-0.000309985,0.00945032,2.0365
0.0226101,0,0.574219,0.457383,4.42836e-05,0.00991658,2.27444
0.0236148,0,0.542969,0.400549,0.000354269,0.0103571,1.88342
0.0245727,0,0.566406,0.241773,0.000575687,0.0107771,1.18591
0.0255705,0,0.511719,0.232751,0.000885672,0.0112145,1.03143
0.0265492,0,0.519531,0.202981,0.00123994,0.0116436,0.913239
0.0275531,0,0.5,0.415885,0.00163849,0.0120837,1.80078
0.0285602,0,0.511719,0.418591,0.00203705,0.0125252,1.85498
