Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0,0,0.273438,-0.000902136,-0.0024356,0,-0.00213623
0.00082123,0,0.300781,0.146146,-0.00239132,0.000360232,0.380676
0.00184154,0,0.203125,0.0559324,-0.00239132,0.00080779,0.0983887
0.00286405,0,0.335938,-0.00180427,-0.0024356,0.00125631,-0.00524902
0.00381466,0,0.285156,-0.0920179,-0.0024356,0.00167329,-0.227234
0.00484806,0,0.289062,-0.00360855,-0.00239132,0.00212658,-0.0090332
0.00581801,0,0.457031,0,-0.00239132,0.00255204,0
0.00686387,0,0.449219,-0.0378897,-0.00234703,0.00301079,-0.1474
0.00789918,0,0.503906,0.00541282,-0.00230275,0.00346491,0.0236206
0.00878383,0,0.539062,0.184938,-0.00221418,0.00385294,0.863342
0.00975585,0,0.519531,0.0649538,-0.0021699,0.00427929,0.292236
0.0107811,0,0.582031,0.0947243,-0.00208133,0.00472899,0.477448
0.0118135,0,0.574219,0.0550303,-0.00199276,0.00518179,0.273651
0.0128255,0,0.589844,0.2535,-0.00181563,0.00562564,1.29489
0.0138901,0,0.570312,0.110061,-0.00172706,0.00609258,0.543579
0.0147637,0,0.566406,-0.00721709,-0.00163849,0.0064757,-0.0354004
0.0157746,0,0.570312,0.178623,-0.00141708,0.00691908,0.882202
0.0168404,0,0.582031,0.116376,-0.00123994,0.00738648,0.586578
0.0178387,0,0.625,0.200274,-0.00101852,0.00782425,1.08398
0.0187902,0,0.5625,0.370778,-0.000752821,0.00824155,1.80615
0.0197871,0,0.535156,0.295901,-0.000531403,0.0086787,1.37134
0.020826,0,0.492188,0.170504,-0.000265702,0.00913427,0.726746
0.0217794,0,0.511719,0.267032,0,0.00955232,1.18335
0.0228494,0,0.515625,0.202079,0.000309985,0.0100215,0.902344
0.0237774,0,0.550781,0.491664,0.000664254,0.0104284,2.34512
0.0248016,0,0.492188,0.356344,0.000974239,0.0108775,1.51886
0.0257665,0,0.527344,0.456481,0.00132851,0.0113005,2.08466
0.0267582,0,0.5,0.51512,0.00168278,0.0117353,2.23047
0.0277706,0,0.519531,0.435732,0.00203705,0.0121791,1.96042
0.0287713,0,0.449219,0.24087,0.00234703,0.0126178,0.937042
0.0297959,0,0.429688,0.364463,0.00278987,0.0130669,1.3562
0.0308016,0,0.398438,0.516022,0.0032327,0.0135077,1.78052
0.0318696,0,0.425781,0.520533,0.00385267,0.0139758,1.91934
0.0338179,0,0.332031,0.307628,0.00438408,0.0148297,0.884552
0.0347974,0,0.445312,0.45197,0.00482691,0.015259,1.74298
0.0357762,0,0.4375,0.376191,0.00518118,0.0156879,1.42529
0.0367672,0,0.417969,0.476328,0.00562402,0.0161222,1.72412
0.0377417,0,0.460938,0.443851,0.00602257,0.0165492,1.77173
0.0387608,0,0.363281,0.547597,0.00650969,0.0169956,1.72275
0.0397823,0,0.421875,0.535869,0.00690824,0.0174432,1.95776
0.0407652,0,0.359375,0.652245,0.00735108,0.0178738,2.02991
0.0417385,0,0.417969,0.364463,0.00770535,0.0183002,1.31921
0.0427399,0,0.464844,0.352735,0.00814818,0.0187388,1.41995
0.0437351,0,0.421875,0.283271,0.00854674,0.0191747,1.03491
0.0447215,0,0.402344,0.394234,0.00903386,0.0196067,1.37363
0.0456971,0,0.378906,0.491664,0.00947669,0.020034,1.61331
0.0467051,0,0.378906,0.491664,0.00991953,0.0204754,1.61331
0.0477003,0,0.464844,0.369876,0.0102738,0.0209112,1.48895
0.0487204,0,0.363281,0.35905,0.0107166,0.0213578,1.12958
0.0497515,0,0.414062,0.414081,0.0111595,0.0218092,1.4848
0.0507892,0,0.414062,0.491664,0.0116466,0.0222635,1.763
0.0518202,0,0.398438,0.667581,0.0121337,0.0227148,2.30347
0.0527511,0,0.402344,0.482643,0.012488,0.0231223,1.68167
0.0537334,0,0.398438,0.385212,0.0128865,0.0235522,1.32916
0.0547325,0,0.421875,0.455579,0.0133294,0.0239894,1.66443
0.055738,0,0.414062,0.476328,0.0137722,0.0244295,1.70801
0.0566806,0,0.375,0.446557,0.0141708,0.0248419,1.4502
0.0577317,0,0.375,0.53226,0.0146579,0.0253017,1.72852
0.0587189,0,0.40625,0.55752,0.0151007,0.0257336,1.96143
0.0597047,0,0.449219,0.394234,0.0154993,0.0261648,1.53366
0.0607289,0,0.382812,0.48986,0.0159864,0.0266128,1.62396
0.0617279,0,0.394531,0.393331,0.0163849,0.0270498,1.34387
0.0627441,0,0.394531,0.668483,0.0169163,0.0274941,2.28397
0.0638362,0,0.34375,0.341008,0.0172706,0.0279717,1.01514
0.0647925,0,0.402344,0.469111,0.0177134,0.0283898,1.63452
0.0656925,0,0.4375,0.456481,0.018112,0.0287833,1.72949
0.0667512,0,0.332031,0.517826,0.0185991,0.029246,1.48895
0.0677637,0,0.414062,0.577367,0.0191305,0.0296886,2.07031
0.0687291,0,0.375,0.363561,0.0194405,0.0301105,1.18066
0.0697023,0,0.324219,0.382506,0.0198833,0.0305358,1.07397
0.0707055,0,0.402344,0.315748,0.0202819,0.0309741,1.10016
0.0716942,0,0.398438,0.562031,0.020769,0.0314061,1.93927
0.0726739,0,0.445312,0.370778,0.0211676,0.031834,1.42987
0.0737306,0,0.40625,0.565639,0.0216547,0.0322956,1.98999
0.0747177,0,0.367188,0.396038,0.0220532,0.0327267,1.25934
0.0756988,0,0.378906,0.323867,0.0224518,0.0331552,1.06271
0.076738,0,0.492188,0.442949,0.0228946,0.0336089,1.888
0.0776994,0,0.472656,0.303118,0.0233375,0.0340287,1.24072
0.078757,0,0.402344,0.302216,0.023736,0.0344903,1.05301
0.0797961,0,0.464844,0.337399,0.0241789,0.0349438,1.35822
0.0806844,0,0.421875,0.479937,0.0245774,0.0353315,1.75342
0.0817362,0,0.410156,0.491664,0.0250645,0.0357905,1.74637
0.0827144,0,0.414062,0.393331,0.0254631,0.0362173,1.4104
0.0837557,0,0.457031,0.492566,0.0259059,0.0366716,1.94952
0.0847383,0,0.34375,0.343714,0.0263045,0.0371002,1.02319
0.0857579,0,0.34375,0.512413,0.0267916,0.0375448,1.52539
0.0867085,0,0.402344,0.491664,0.0271901,0.0379594,1.7131
0.0877257,0,0.390625,0.491664,0.027633,0.0384029,1.66321
0.0887212,0,0.429688,0.55752,0.0280758,0.0388369,2.07458
0.0897244,0,0.421875,0.305824,0.0284301,0.0392742,1.11731
0.0907344,0,0.417969,0.510609,0.0289172,0.0397144,1.84821
0.0917244,0,0.398438,0.399646,0.0293158,0.0401458,1.37897
0.0927095,0,0.429688,0.511511,0.0297586,0.040575,1.90338
0.0937188,0,0.460938,0.37168,0.0302014,0.0410147,1.48364
0.0946955,0,0.421875,0.379799,0.0306,0.0414401,1.38757
0.0956951,0,0.425781,0.393331,0.0310428,0.0418755,1.45032
0.0967223,0,0.429688,0.247185,0.0314414,0.0423228,0.9198
0.0977263,0,0.402344,0.486251,0.0319285,0.0427599,1.69424
0.0987789,0,0.421875,0.381604,0.0323713,0.0432181,1.39417
0.0997078,0,0.425781,0.389723,0.0327699,0.0436224,1.43701
0.100747,0,0.414062,0.360855,0.0332127,0.0440747,1.29395
0.101766,0,0.449219,0.459187,0.0336998,0.0445178,1.78635
0.102727,0,0.496094,0.483545,0.0340984,0.0449359,2.07739
0.103712,0,0.421875,0.27876,0.0344527,0.0453646,1.01843
0.104696,0,0.503906,0.534065,0.0349398,0.0457926,2.33057
0.10572,0,0.433594,0.599019,0.0353826,0.0462375,2.24927
0.106723,0,0.488281,0.400549,0.0357812,0.0466736,1.69373
0.107722,0,0.410156,0.470915,0.036224,0.0471078,1.67267
0.108733,0,0.488281,0.503392,0.0366668,0.0475472,2.1286
