Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.0954832,0,2.10156,0.281467,0.0356483,0.0417832,5.12256
0.0964989,0,1.86328,0.383408,0.0360026,0.0422255,6.18668
0.0974834,0,1.58203,0.578269,0.036534,0.0426541,7.92252
0.0985261,0,1.32812,0.725318,0.0371982,0.043108,8.34229
0.0995023,0,1.04688,1.07264,0.0380396,0.0435329,9.72449
0.100503,0,0.757812,0.748773,0.0387924,0.0439687,4.91394
0.101493,0,0.449219,0.952656,0.0396781,0.0443992,3.70605
0.102479,0,0.296875,1.0988,0.0406081,0.044828,2.82495
0.103479,0,0.234375,0.710883,0.0413609,0.0452634,1.44287
0.104582,0,0.0742188,0.936417,0.0423351,0.0457427,0.601868
0.105763,0,-0.101562,0.820944,0.0433094,0.0462562,-0.722046
0.106675,0,-0.0898438,0.612551,0.0439293,0.0466527,-0.476593
0.107952,0,-0.253906,0.541282,0.0448593,0.0472082,-1.19019
0.108943,0,-0.125,0.867855,0.0455678,0.0476386,-0.939453
0.110152,0,-0.242188,0.55752,0.0462321,0.0481638,-1.16931
0.111847,0,-0.226562,0.466404,0.0472506,0.0489001,-0.9151
0.113497,0,-0.113281,0.293194,0.0476492,0.0496166,-0.287628
0.114457,0,0.109375,0.166895,0.0479149,0.0500335,0.158081
0.115455,0,0.226562,0.22824,0.0482249,0.0504666,0.447815
0.116458,0,0.261719,0.389723,0.0485348,0.0509021,0.883301
0.117472,0,0.386719,0.35905,0.0488005,0.0513422,1.20245
0.118476,0,0.433594,0.23636,0.049022,0.0517774,0.887512
0.119477,0,0.433594,0.458285,0.0493762,0.0522119,1.72083
0.120472,0,0.59375,0.27876,0.0495976,0.0526431,1.43335
0.121476,0,0.609375,0.210198,0.0499076,0.0530787,1.10925
0.122489,0,0.632812,0.367169,0.0503062,0.0535179,2.01215
0.123483,0,0.605469,0.4646,0.0507047,0.0539486,2.43607
0.12448,0,0.632812,0.497979,0.0511919,0.0543808,2.729
0.125483,0,0.539062,0.537673,0.0515904,0.0548154,2.51001
0.126486,0,0.523438,0.338301,0.051989,0.0552496,1.53351
0.127495,0,0.480469,0.499783,0.0524761,0.0556868,2.07953
0.128517,0,0.421875,0.506098,0.0529632,0.056129,1.849
0.129479,0,0.394531,0.360855,0.053406,0.0565455,1.23291
0.130586,0,0.246094,0.432123,0.0543803,0.0570249,0.920929
0.132555,0,0.21875,0.363561,0.0549117,0.0578766,0.688721
0.133483,0,0.0664062,0.255305,0.0562845,0.0582779,0.14682
0.136474,0,0.144531,0.491664,0.056683,0.0595711,0.615387
0.137486,0,0.378906,0.24087,0.0570373,0.0600085,0.790375
0.138472,0,0.421875,0.468209,0.0574801,0.0604346,1.71057
0.139475,0,0.386719,0.340105,0.0578787,0.0608677,1.13901
0.140472,0,0.457031,0.377093,0.0582772,0.0612984,1.49249
0.141495,0,0.425781,0.398744,0.0587201,0.0617403,1.47028
0.142508,0,0.476562,0.349127,0.0591186,0.0621773,1.44086
0.143494,0,0.46875,0.479937,0.0595615,0.0626028,1.94824
0.144503,0,0.449219,0.491664,0.0600043,0.0630382,1.91269
0.145509,0,0.382812,0.345518,0.0604471,0.0634723,1.14545
0.146473,0,0.371094,0.43934,0.0609343,0.063888,1.4119
0.147491,0,0.375,0.494371,0.0613771,0.064327,1.60547
0.14849,0,0.347656,0.525945,0.0618642,0.0647577,1.58347
0.14948,0,0.339844,0.560227,0.0623513,0.0651843,1.64877
0.150478,0,0.304688,0.507001,0.0627942,0.0656144,1.33777
0.151475,0,0.296875,0.554814,0.0632813,0.0660439,1.42639
0.152471,0,0.265625,0.492566,0.0637241,0.0664727,1.13306
0.153518,0,0.230469,0.275152,0.0642112,0.0669237,0.549164
0.154482,0,0.296875,0.306726,0.0646098,0.0673385,0.788574
0.155485,0,0.359375,0.509707,0.0650526,0.0677701,1.5863
0.156576,0,0.3125,0.285075,0.0654955,0.0682397,0.771484
0.157489,0,0.332031,0.539477,0.0659383,0.0686322,1.55121
0.158558,0,0.347656,0.372582,0.0663369,0.0690919,1.12173
0.159528,0,0.386719,0.53226,0.0668683,0.0695091,1.78253
0.160598,0,0.355469,0.559325,0.0672668,0.0699689,1.7218
0.161574,0,0.457031,0.370778,0.0676211,0.0703883,1.4675
0.162471,0,0.382812,0.423102,0.0680196,0.0707738,1.40265
0.163527,0,0.320312,0.487154,0.0685067,0.0712271,1.35132
0.164486,0,0.390625,0.423102,0.068861,0.071639,1.43127
0.165498,0,0.308594,0.351833,0.0693039,0.0720732,0.940247
0.166474,0,0.390625,0.375289,0.0697024,0.0724921,1.26953
0.167479,0,0.328125,0.393331,0.0701452,0.0729233,1.11768
0.168484,0,0.347656,0.482643,0.0706766,0.0733543,1.45309
0.169464,0,0.410156,0.445655,0.0709423,0.0737747,1.58295
0.170462,0,0.386719,0.542184,0.0713852,0.0742026,1.81577
0.171458,0,0.371094,0.313943,0.0717395,0.0746294,1.00891
0.172446,0,0.398438,0.392429,0.0721823,0.0750525,1.35406
0.173464,0,0.378906,0.500686,0.0726251,0.0754889,1.64291
0.174528,0,0.390625,0.424004,0.073068,0.0759442,1.43433
0.1755,0,0.453125,0.479937,0.0735108,0.0763604,1.8833
0.176536,0,0.398438,0.391527,0.0739094,0.0768038,1.35095
0.177697,0,0.382812,0.473622,0.0744408,0.0773004,1.57013
0.178483,0,0.425781,0.392429,0.074795,0.0776365,1.44699
0.179468,0,0.394531,0.473622,0.0751936,0.0780578,1.61819
0.180455,0,0.371094,0.543988,0.0756807,0.0784796,1.7482
0.181523,0,0.3125,0.395136,0.0761235,0.0789363,1.06934
0.182483,0,0.355469,0.507903,0.0765664,0.0793462,1.56351
0.183455,0,0.367188,0.475426,0.0769649,0.0797617,1.51178
0.184449,0,0.308594,0.491664,0.0774078,0.080186,1.31393
0.185441,0,0.378906,0.393331,0.0778063,0.0806092,1.29065
0.186482,0,0.328125,0.402353,0.0782934,0.0810535,1.14331
0.187496,0,0.390625,0.34191,0.0786477,0.081486,1.15662
0.188485,0,0.363281,0.628789,0.0791791,0.0819078,1.97818
0.189488,0,0.324219,0.361757,0.0795334,0.0823353,1.01572
0.190496,0,0.367188,0.626985,0.0800205,0.0827651,1.99371
0.191496,0,0.316406,0.358148,0.080419,0.0831912,0.981354
0.192559,0,0.371094,0.514218,0.0808619,0.083644,1.65253
0.193479,0,0.484375,0.559325,0.0812604,0.0840357,2.34619
0.194482,0,0.367188,0.356344,0.081659,0.0844628,1.13312
0.195464,0,0.449219,0.370778,0.0820575,0.0848807,1.44241
0.196483,0,0.410156,0.513316,0.0825004,0.0853141,1.82327
0.197457,0,0.324219,0.381604,0.0828989,0.0857282,1.07144
0.198488,0,0.363281,0.488958,0.0833418,0.0861665,1.53827
0.199478,0,0.363281,0.517826,0.0837846,0.0865874,1.62909
0.200476,0,0.402344,0.387016,0.0841389,0.0870113,1.34848
0.201429,0,0.378906,0.491664,0.0845817,0.0874159,1.61331
0.202462,0,0.421875,0.525945,0.0850245,0.0878549,1.92151
0.20348,0,0.316406,0.51963,0.0854674,0.0882868,1.42383
0.204479,0,0.386719,0.258011,0.0858216,0.0887108,0.864075
0.205495,0,0.425781,0.35454,0.0862645,0.0891419,1.30728
0.206471,0,0.324219,0.51512,0.0867516,0.0895557,1.44632
0.207467,0,0.363281,0.389723,0.0871502,0.0899779,1.22607
0.208514,0,0.28125,0.51963,0.0876373,0.0904212,1.26562
0.20948,0,0.324219,0.393331,0.0880358,0.0908306,1.10437
0.210491,0,0.394531,0.255305,0.0884344,0.0912587,0.872284
0.211495,0,0.328125,0.34191,0.0888772,0.091684,0.971558
0.212503,0,0.34375,0.518728,0.0893643,0.0921104,1.54419
0.21349,0,0.328125,0.360855,0.0897629,0.092528,1.02539
0.214475,0,0.320312,0.490762,0.0902057,0.0929445,1.36133
0.215476,0,0.347656,0.487154,0.0906486,0.0933674,1.46667
0.216474,0,0.355469,0.483545,0.0910471,0.0937894,1.48853
0.217486,0,0.308594,0.517826,0.0914899,0.094217,1.38385
0.218472,0,0.316406,0.491664,0.0919328,0.0946333,1.3472
0.219497,0,0.355469,0.435732,0.0923313,0.095066,1.34134
0.220567,0,0.34375,0.478132,0.0928185,0.0955174,1.42334
0.221446,0,0.367188,0.645027,0.093217,0.0958883,2.05109
0.22243,0,0.429688,0.360855,0.0935713,0.0963032,1.34277
0.223457,0,0.304688,0.397842,0.0940141,0.0967362,1.04974
0.224452,0,0.375,0.479937,0.0944127,0.0971555,1.55859
0.225523,0,0.375,0.418591,0.0949441,0.0976065,1.35938
0.226538,0,0.421875,0.594508,0.0952983,0.0980341,2.172
0.227457,0,0.429688,0.388821,0.0956526,0.0984208,1.44684
0.228486,0,0.335938,0.442949,0.0960512,0.0988539,1.28864
0.229497,0,0.394531,0.290488,0.0964497,0.0992789,0.992493
0.230445,0,0.347656,0.472719,0.0969368,0.0996774,1.42322
0.231471,0,0.417969,0.470013,0.0973354,0.100109,1.70126
0.232522,0,0.386719,0.270641,0.0977339,0.10055,0.906372
0.233556,0,0.328125,0.441145,0.0982211,0.100984,1.25354
0.234454,0,0.4375,0.462796,0.0985753,0.101362,1.75342
0.23545,0,0.339844,0.441145,0.0989739,0.10178,1.29831
0.236463,0,0.359375,0.38431,0.0993724,0.102205,1.19604
0.237469,0,0.3125,0.343714,0.0998153,0.102627,0.930176
0.238469,0,0.335938,0.490762,0.100258,0.103046,1.42773
0.23945,0,0.375,0.491664,0.100701,0.103457,1.59668
0.240483,0,0.289062,0.494371,0.101188,0.103889,1.23755
0.241502,0,0.371094,0.404157,0.101542,0.104316,1.29883
0.24271,0,0.292969,0.249892,0.102029,0.104822,0.634003
0.243472,0,0.410156,0.552107,0.102428,0.105141,1.96106
0.24445,0,0.382812,0.563835,0.102827,0.105549,1.8692
0.245445,0,0.335938,0.488958,0.103225,0.105965,1.42249
0.246442,0,0.363281,0.361757,0.103624,0.106382,1.13809
0.24747,0,0.371094,0.413178,0.104066,0.106811,1.32782
0.248462,0,0.347656,0.370778,0.104465,0.107225,1.1163
0.249451,0,0.335938,0.488056,0.104908,0.107638,1.41986
0.250462,0,0.300781,0.451068,0.105351,0.10806,1.17493
0.251433,0,0.304688,0.38431,0.105749,0.108465,1.01404
0.252437,0,0.386719,0.341008,0.106148,0.108883,1.14203
0.253448,0,0.316406,0.24899,0.106546,0.109305,0.682251
0.254453,0,0.363281,0.307628,0.106945,0.109723,0.967804
0.255468,0,0.390625,0.424906,0.107388,0.110146,1.43738
0.256448,0,0.453125,0.301314,0.107742,0.110554,1.18237
0.257446,0,0.351562,0.272445,0.108141,0.110969,0.829468
0.258479,0,0.398438,0.38431,0.108583,0.111399,1.32605
0.259509,0,0.433594,0.542184,0.109026,0.111827,2.03586
0.260475,0,0.351562,0.503392,0.109425,0.112228,1.53259
0.261459,0,0.402344,0.377995,0.109779,0.112636,1.31705
0.262467,0,0.425781,0.281467,0.110178,0.113055,1.03784
0.263448,0,0.421875,0.476328,0.11062,0.113462,1.74023
0.264471,0,0.433594,0.421298,0.111019,0.113886,1.58194
0.26549,0,0.324219,0.344616,0.111462,0.114309,0.96759
0.266471,0,0.429688,0.429417,0.111905,0.114715,1.5979
0.267508,0,0.351562,0.478132,0.112348,0.115144,1.45569
0.268576,0,0.414062,0.657657,0.112835,0.115587,2.35822
0.269465,0,0.4375,0.493469,0.113189,0.115955,1.86963
0.270448,0,0.332031,0.491664,0.113632,0.116361,1.41373
0.271698,0,0.292969,0.533163,0.114163,0.116878,1.35269
0.272526,0,0.351562,0.405059,0.114473,0.11722,1.23322
0.273447,0,0.375,0.358148,0.114827,0.117601,1.16309
0.274463,0,0.320312,0.405961,0.11527,0.11802,1.1261
0.275495,0,0.355469,0.323867,0.115713,0.118446,0.996979
0.276497,0,0.355469,0.391527,0.116112,0.11886,1.20526
0.277462,0,0.332031,0.50249,0.116554,0.119257,1.44485
0.278461,0,0.402344,0.4222,0.116953,0.119669,1.47107
0.279476,0,0.273438,0.471817,0.117396,0.120087,1.11725
0.280476,0,0.40625,0.377093,0.117794,0.120499,1.32666
0.281466,0,0.359375,0.51512,0.118237,0.120906,1.60315
0.282494,0,0.335938,0.398744,0.118636,0.121329,1.16003
0.283545,0,0.328125,0.483545,0.119079,0.121761,1.37402
0.284519,0,0.320312,0.388821,0.119477,0.122162,1.07855
0.285479,0,0.375,0.550303,0.119876,0.122556,1.78711
0.286428,0,0.363281,0.38431,0.12023,0.122946,1.20905
0.287446,0,0.296875,0.322965,0.120629,0.123364,0.830322
0.288436,0,0.34375,0.482643,0.121071,0.12377,1.43677
0.289455,0,0.308594,0.415885,0.12147,0.124188,1.11142
0.290458,0,0.332031,0.310335,0.121869,0.124599,0.892334
0.291477,0,0.332031,0.476328,0.122311,0.125016,1.36963
0.292553,0,0.289062,0.376191,0.122843,0.125457,0.941711
