Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0,0,-0.0859375,-0.0586389,-4.42699e-05,0,0.0436401
0.000809884,0,0.0351562,-0.0757794,-4.42699e-05,0.00532862,-0.0230713
0.00174206,0,5.98828,0.0947243,0,0.0114602,4.91226
0.00271579,0,10.9727,1.06993,0.000841403,0.0178614,101.669
0.00376049,0,13.3203,2.12002,0.00301129,0.0247223,244.553
0.00469898,0,16.1641,2.4935,0.00557974,0.0308777,349.043
0.00568309,0,16.3281,4.9004,0.00938813,0.0373217,692.925
0.00669781,0,14.4961,6.63251,0.0148793,0.0439528,832.619
0.00766977,0,15.8867,7.14492,0.0206362,0.0502894,982.991
0.00871778,0,11.875,8.29605,0.0288729,0.0571029,853.145
0.00969791,0,9.19922,8.98618,0.0364897,0.0634549,715.886
0.0107309,0,5.98438,8.07322,0.0459221,0.0701261,418.392
0.0117535,0,2.52344,9.13413,0.0560188,0.0767036,199.608
0.0127575,0,-1.91797,11.6276,0.0672668,0.0831344,-193.13
0.0137651,0,-6.58594,10.6353,0.0772306,0.0895581,-606.575
0.0147311,0,-9.52734,10.2392,0.0860874,0.0956857,-844.807
0.0157012,0,-12.1328,10.4864,0.0946784,0.101808,-1101.81
0.0166773,0,-14.8086,8.14178,0.103225,0.107934,-1044.12
0.0177501,0,-13.9141,5.33884,0.109203,0.114624,-643.308
0.0186787,0,-9.96484,5.48409,0.114783,0.120377,-473.252
0.0198374,0,-6.70703,3.2946,0.119831,0.127504,-191.36
0.0207968,0,-0.644531,4.02443,0.12271,0.133359,-22.4629
0.0216778,0,2.48438,3.78897,0.12581,0.138698,81.5186
0.0226652,0,4.72656,3.11688,0.129087,0.144635,127.58
0.0237339,0,5.78516,4.52963,0.133692,0.151005,226.932
0.0246673,0,6.78906,5.45251,0.138563,0.156519,320.571
0.0257477,0,5.99219,6.10025,0.143966,0.16284,316.556
0.0266556,0,6.46484,6.34472,0.149457,0.1681,355.213
0.027832,0,2.76172,6.52064,0.157118,0.174842,155.951
0.0287401,0,3.13672,8.15351,0.163451,0.179987,221.482
0.0297283,0,0.5,6.40697,0.170093,0.185527,27.7422
0.0306836,0,-1.00391,8.52068,0.17771,0.190821,-74.0773
0.0317085,0,-3.57812,7.47691,0.184928,0.196432,-231.684
0.0326896,0,-4.23438,8.12915,0.191571,0.201734,-298.093
0.0336606,0,-5.11719,5.69338,0.197594,0.206914,-252.301
0.03469,0,-6.46875,6.36006,0.204413,0.21233,-356.287
0.0356642,0,-5.28906,5.49852,0.209417,0.217381,-251.85
0.0366904,0,-4.77344,5.31539,0.214598,0.222623,-219.727
0.0376505,0,-3.02344,4.65322,0.218761,0.227452,-121.835
0.0386574,0,-1.79688,4.66765,0.223234,0.232436,-72.6331
0.0396673,0,-0.550781,3.47774,0.226998,0.237351,-16.588
0.0406169,0,0.199219,4.54316,0.231293,0.241895,7.83801
0.0416322,0,0.664062,4.63518,0.235456,0.246666,26.6559
0.042621,0,1.45703,3.48495,0.239309,0.251227,43.9727
0.0436156,0,1.60938,3.89001,0.243914,0.255726,54.2158
0.0446537,0,1.20312,4.44122,0.248653,0.260326,46.2733
0.0456657,0,0.644531,3.92068,0.253347,0.264714,21.8839
0.0466786,0,-0.046875,4.16426,0.258306,0.26901,-1.69043
0.0476288,0,-0.335938,4.42227,0.26331,0.272951,-12.8654
0.0486891,0,-1.42188,3.98293,0.268093,0.277245,-49.0436
0.0496583,0,-1.23828,4.3095,0.272521,0.281073,-46.213
0.050602,0,-1.68359,4.71276,0.277038,0.28471,-68.7117
0.0516262,0,-2.54297,4.82102,0.281555,0.288556,-106.169
0.0526265,0,-2.61719,3.44165,0.285319,0.292208,-78.0045
0.0536367,0,-2.51562,4.1823,0.289349,0.295791,-91.1128
0.0546243,0,-2.21484,3.00592,0.29267,0.29919,-57.6552
0.0556121,0,-1.92188,3.65997,0.296257,0.302486,-60.9144
0.0565888,0,-1.65234,3.83769,0.299667,0.305642,-54.9146
0.0576664,0,-1.58594,2.57199,0.302767,0.309003,-35.3243
0.0586192,0,-1.05078,3.38933,0.306088,0.311869,-30.8421
0.0596314,0,-0.785156,2.43126,0.308701,0.314804,-16.5312
0.0606459,0,-0.304688,2.24361,0.311225,0.31763,-5.91998
0.0617018,0,-0.34375,2.60176,0.314369,0.320449,-7.74512
0.0627005,0,-0.121094,2.81015,0.316982,0.322997,-2.94693
0.0636562,0,-0.148438,3.00411,0.319683,0.325329,-3.86169
0.0646543,0,-0.0351562,2.42494,0.321853,0.327652,-0.738281
0.0655984,0,-0.1875,2.62161,0.324378,0.329742,-4.25684
0.0665875,0,-0.25,2.41773,0.326813,0.33182,-5.23438
0.0675875,0,-0.648438,1.97568,0.329249,0.333803,-11.0944
0.0687532,0,-1.54297,2.67844,0.33226,0.335966,-35.7896
0.0695951,0,-1.15234,2.38254,0.334076,0.337427,-23.7761
0.0705936,0,-1.875,2.49711,0.336334,0.339049,-40.5469
0.0716043,0,-2.45312,1.99823,0.338548,0.34057,-42.4506
0.0726358,0,-2.20312,1.83224,0.340187,0.341993,-34.9574
0.0736724,0,-2.10938,1.45334,0.341825,0.343294,-26.5485
0.0746887,0,-2.05078,1.33426,0.343375,0.344442,-23.6961
0.075674,0,-1.58594,0.974307,0.344305,0.345434,-13.3813
0.0766826,0,-1.33594,1.01851,0.345279,0.346327,-11.7834
0.0777446,0,-1.43359,0.651342,0.346608,0.347131,-8.08636
0.079824,0,-0.941406,0.431221,0.347361,0.348302,-3.51556
0.0811051,0,-0.195312,0.393331,0.347848,0.348758,-0.665283
0.0827278,0,-0.0273438,0.248087,0.348291,0.349043,-0.0587463
0.0839867,0,-0.0351562,0.330182,0.348645,0.349039,-0.100525
0.0857107,0,-0.214844,0.0505196,0.349088,0.348715,-0.0939941
0.0887384,0,-0.402344,0.136223,0.349176,0.347256,-0.47464
