Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.0787979,0,0.332031,0.340105,0.0239132,0.0345082,0.977936
0.0797349,0,0.410156,0.31665,0.0243117,0.0349171,1.12473
0.0807668,0,0.386719,0.55752,0.0247988,0.0353675,1.86713
0.0818238,0,0.351562,0.394234,0.0252417,0.0358287,1.20026
0.0827456,0,0.417969,0.350029,0.0256402,0.0362309,1.26697
0.0838026,0,0.402344,0.565639,0.0261716,0.036692,1.97086
0.08481,0,0.386719,0.58278,0.0266145,0.0371315,1.95172
0.0858008,0,0.375,0.52775,0.0270573,0.0375636,1.71387
0.0867444,0,0.378906,0.499783,0.0275001,0.037975,1.63995
0.0877496,0,0.382812,0.395136,0.027943,0.0384133,1.30994
0.0887785,0,0.410156,0.62518,0.0283858,0.0388619,2.22061
0.0897459,0,0.359375,0.338301,0.0287401,0.0392836,1.05286
0.0907367,0,0.375,0.359952,0.0291829,0.0397154,1.16895
0.0917329,0,0.351562,0.452872,0.02967,0.0401495,1.37878
0.092795,0,0.382812,0.490762,0.0301129,0.0406123,1.62695
0.0937563,0,0.316406,0.451068,0.0305114,0.041031,1.23596
0.0947322,0,0.4375,0.443851,0.03091,0.0414561,1.68164
0.0957375,0,0.410156,0.293194,0.0313085,0.0418939,1.04141
0.0967278,0,0.34375,0.283271,0.0317513,0.0423251,0.843262
0.0977271,0,0.332031,0.264326,0.0321499,0.0427602,0.76004
0.098778,0,0.441406,0.437536,0.032637,0.0432177,1.67252
0.0997446,0,0.421875,0.312139,0.0330356,0.0436384,1.14038
0.100812,0,0.449219,0.483545,0.0336555,0.0441029,1.8811
0.10181,0,0.417969,0.490762,0.0339212,0.0445373,1.77637
0.102774,0,0.480469,0.350931,0.0342755,0.0449564,1.46017
0.103826,0,0.425781,0.4222,0.0347184,0.0454139,1.55676
0.104782,0,0.410156,0.323867,0.0350726,0.0458296,1.15036
0.105738,0,0.484375,0.453775,0.0354712,0.0462455,1.90344
0.106735,0,0.507812,0.547597,0.035914,0.0466789,2.40814
0.107753,0,0.402344,0.490762,0.0363568,0.0471216,1.70996
0.10882,0,0.4375,0.558422,0.036844,0.0475851,2.11572
0.109738,0,0.480469,0.432123,0.0371982,0.047984,1.798
0.110731,0,0.398438,0.393331,0.0376411,0.0484157,1.35718
0.111732,0,0.386719,0.398744,0.0380839,0.0488503,1.33539
0.112786,0,0.363281,0.498881,0.0386153,0.0493079,1.56949
0.113735,0,0.394531,0.432123,0.0390139,0.0497201,1.47641
0.114727,0,0.359375,0.491664,0.039501,0.0501506,1.53015
0.11576,0,0.402344,0.599019,0.0399881,0.0505991,2.08716
0.116749,0,0.324219,0.554814,0.0404309,0.0510285,1.55777
0.117893,0,0.367188,0.39694,0.0409181,0.0515245,1.26221
0.11879,0,0.332031,0.32928,0.0413166,0.0519137,0.946808
0.119786,0,0.394531,0.459187,0.0417594,0.0523457,1.56888
0.120781,0,0.347656,0.43483,0.0422023,0.0527771,1.30914
0.121772,0,0.34375,0.599019,0.0426894,0.053207,1.7832
0.122759,0,0.371094,0.696449,0.0431765,0.0536349,2.23816
0.12376,0,0.355469,0.303118,0.0435751,0.0540684,0.933105
0.124777,0,0.308594,0.338301,0.0440179,0.0545093,0.904083
0.125769,0,0.339844,0.498881,0.044505,0.0549392,1.46823
0.126735,0,0.285156,0.301314,0.0449036,0.0553573,0.74408
0.127728,0,0.316406,0.279662,0.0453464,0.0557874,0.766296
0.128822,0,0.351562,0.395136,0.0458778,0.056261,1.203
